[INFO] 23:57:30:343 MEMORIA/(4197:4199):  Se realizo insert en FS en tabla : ANIMALS con value : "arseholes" y timestamp : 1260151464
[INFO] 23:57:30:364 MEMORIA/(4197:4199):  Se realizo insert en FS en tabla : ANIMALS con value : "bovine" y timestamp : 1260148378
[INFO] 23:57:31:358 Memoria/(4185:4187):  Llego select con VALUE : "tigers"

[INFO] 23:57:36:469 Memoria/(4197:4199):  Llego select con VALUE : "aluminous"

[ERROR] 23:57:38:999 LFS/(4185:4187):  No se encontro la key : 76
[ERROR] 23:57:43:73 MEMORIA/(4190:4192):  NO se pudo realizar insert en FS en tabla : ANIMALS con value : "pups"
[INFO] 00:07:10:965 MEMORIA/(4553:4555):  Se realizo create en el FS : ANIMALS con EC 2 5000
[INFO] 00:07:12:130 MEMORIA/(4559:4561):  Se realizo create en el FS : METALS con EC 3 5000
[ERROR] 00:07:15:491 LFS/(4559:4561):  No se encontro la key : 126
[ERROR] 00:07:17:633 LFS/(4553:4555):  No se encontro la key : 65
[ERROR] 00:07:18:735 LFS/(4559:4561):  No se encontro la key : 136
[ERROR] 00:07:24:987 LFS/(4559:4561):  No se encontro la key : 136
